Epoch,Error
298,4.152338553679885
299,4.149188537953756
300,4.146039442347769
301,4.142890890884276
302,4.139742542407878
303,4.136594092748682
304,4.133445276829905
305,4.13029587065758
306,4.127145693124076
307,4.123994607552006
308,4.120842522902135
309,4.1176893945679485
310,4.114535224681744
311,4.111380061862427
312,4.108224000344206
313,4.105067178438307
314,4.101909776296223
315,4.098752012963068
316,4.095594142732198
317,4.092436450836848
318,4.0892792485396825
319,4.086122867705652
320,4.082967654966019
321,4.079813965600136
322,4.07666215727558
323,4.073512583795437
324,4.070365589003159
325,4.067221500990545
326,4.064080626743052
327,4.060943247339922
328,4.057809613805199
329,4.054679943681522
330,4.051554418372726
331,4.048433181275512
332,4.045316336696294
333,4.042203949527566
334,4.039096045640125
335,4.035992612933397
336,4.032893602976319
337,4.029798933165508
338,4.026708489325581
339,4.023622128677775
340,4.0205396831069695
341,4.01746096266293
342,4.014385759238674
343,4.011313850376381
344,4.008245003158851
345,4.005178978151795
346,4.0021155333684435
347,3.999054428233569
348,3.995995427527955
349,3.992938305297377
350,3.989882848711783
351,3.986828861860494
352,3.983776169468664
353,3.9807246205180857
354,3.9776740917527627
355,3.9746244910459354
356,3.9715757606013113
357,3.968527879956665
358,3.9654808687536356
359,3.962434789233261
360,3.9593897484130425
361,3.9563458998985586
362,3.95330344528078
363,3.9502626350700303
364,3.9472237691189482
365,3.9441871964901587
366,3.9411533147298763
367,3.9381225685163725
368,3.935095447662161
369,3.932072484460626
370,3.929054250381732
371,3.9260413521363966
372,3.9230344271453625
373,3.9200341384645796
374,3.9170411692350338
375,3.914056216739775
376,3.911079986163627
377,3.9081131841614205
378,3.905156512347807
379,3.90221066082524
380,3.8992763018665624
381,3.896354083864602
382,3.8934446256534936
383,3.8905485112953087
384,3.8876662854117767
385,3.88479844912488
386,3.881945456652703
387,3.879107712588823
388,3.876285569875895
389,3.8734793284668325
390,3.870689234651709
391,3.867915481014844
392,3.865158206975325
393,3.8624174998554137
394,3.8596933964151954
395,3.8569858847878593
396,3.8542949067488306
397,3.851620360252348
398,3.848962102171504
399,3.846319951181526
400,3.843693690730912
401,3.8410830720504703
402,3.838487817156486
403,3.835907621810258
404,3.8333421584024974
405,3.830791078736924
406,3.8282540166928927
407,3.8257305907521086
408,3.823220406378844
409,3.8207230582472684
410,3.818238132312765
411,3.8157652077271074
412,3.8133038585997245
413,3.8108536556091295
414,3.808414167470079
415,3.805984962263065
416,3.8035656086335585
417,3.801155676868695
418,3.798754739859496
419,3.796362373956568
420,3.7939781597271094
421,3.791601682620781
422,3.7892325335515924
423,3.786870309402463
424,3.7845146134586902
425,3.782165055775942
426,3.779821253487868
427,3.7774828310578905
428,3.775149420479128
429,3.7728206614259854
430,3.7704962013603285
431,3.768175695594716
432,3.76585880731483
433,3.7635452075626628
434,3.7612345751818084
435,3.75892659672584
436,3.756620966330442
437,3.7543173855498186
438,3.75201556315766
439,3.7497152149128494
440,3.747416063289972
441,3.745117837174755
442,3.7428202715244203
443,3.7405231069931757
444,3.7382260895230375
445,3.735928969900419
446,3.73363150327912
447,3.7313334486705325
448,3.7290345684022683
449,3.7267346275466706
450,3.724433393321048
451,3.722130634461931
452,3.7198261205760037
453,3.717519621470889
454,3.715210906469445
455,3.712899743711761
456,3.7105858994495873
457,3.7082691373385086
458,3.7059492177337927
459,3.703625896996458
460,3.7012989268167957
461,3.6989680535632443
462,3.6966330176653015
463,3.694293553039833
464,3.691949386571034
465,3.689600237655145
466,3.6872458178218097
467,3.684885830445083
468,3.682519970557869
469,3.680147924784739
470,3.6777693714089823
471,3.6753839805908495
472,3.6729914147548754
473,3.670591329165116
474,3.6681833727079125
475,3.6657671889025063
476,3.66334241716005
477,3.660908694311707
478,3.658465656425993
479,3.6560129409345365
480,3.65355018908349
481,3.6510770487252957
482,3.648593177461535
483,3.646098246142541
484,3.643591942723015
485,3.6410739764645492
486,3.638544082466267
487,3.636002026493026
488,3.6334476100571984
489,3.630880675695099
490,3.628301112362506
491,3.625708860856694
492,3.6231039191545036
493,3.6204863475392224
494,3.61785627337342
495,3.615213895362373
496,3.6125594871441664
497,3.60989340003953
498,3.6072160647983416
499,3.6045279921912763
500,3.6018297723155235
501,3.599122072512683
502,3.5964056338347388
503,3.5936812660392303
504,3.5909498411456915
505,3.5882122856393694
506,3.585469571462337
507,3.5827227059828335
508,3.5799727211776657
509,3.577220662296563
510,3.574467576299041
511,3.5717145003619564
512,3.568962450748978
513,3.5662124123121997
514,3.563465328862883
515,3.560722094605182
516,3.557983546777238
517,3.5552504595912757
518,3.5525235395121273
519,3.5498034218647634
520,3.54709066871861
521,3.5443857679612876
522,3.5416891334480534
523,3.5390011060958146
524,3.536321955781876
525,3.5336518839062467
526,3.5309910264821083
527,3.5283394576291554
528,3.525697193359121
529,3.5230641955590727
530,3.520440376096106
531,3.5178256009847355
532,3.515219694575946
533,3.5126224437427482
534,3.5100336020519896
535,3.507452893924739
536,3.504880018798548
537,3.502314655313664
538,3.4997564655520215
539,3.497205099362681
540,3.4946601988098793
541,3.4921214027806693
542,3.4895883517873427
543,3.4870606929961125
544,3.4845380855071966
545,3.4820202059026
546,3.4795067540663154
547,3.476997459267178
548,3.4744920864771927
549,3.471990442877794
550,3.4694923844835386
551,3.4669978227873903
552,3.4645067313049247
553,3.4620191518675005
554,3.4595352004879647
555,3.457055072598674
556,3.45457904744271
557,3.4521074913871757
558,3.449640859925185
559,3.447179698142637
560,3.4447246394490794
561,3.442276402410274
562,3.4398357855735777
563,3.4374036602449003
564,3.4349809612555715
565,3.432568675844763
566,3.430167830873163
567,3.427779478670032
568,3.425404681892215
569,3.423044497833496
570,3.4206999626607457
571,3.4183720760656224
572,3.4160617868057375
573,3.4137699795676864
574,3.411497463519606
575,3.409244962837675
576,3.407013109396174
577,3.4048024377111545
578,3.4026133821309013
579,3.40044627617812
580,3.398301353874377
581,3.3961787528196425
582,3.394078518760677
583,3.3920006113609213
584,3.3899449108802444
585,3.3879112254828416
586,3.3858992989124683
587,3.3839088183033468
588,3.38193942192868
589,3.3799907067246178
590,3.3780622354629855
591,3.3761535434797723
592,3.3742641448965527
593,3.372393538298616
594,3.370541211855562
595,3.368706647888092
596,3.3668893268985327
597,3.3650887310928037
598,3.363304347428443
599,3.3615356702276817
600,3.3597822033964464
601,3.3580434622906297
602,3.356318975269729
603,3.354608284976094
604,3.3529109493751763
605,3.3512265425891528
606,3.349554655552807
607,3.347894896517186
608,3.3462468914231
609,3.344610284163227
610,3.3429847367485213
611,3.341369929391693
612,3.339765560517945
613,3.3381713467107437
614,3.336587022598393
615,3.3350123406852887
616,3.3334470711303
617,3.331891001473407
618,3.330343936310789
619,3.328805696917859
620,3.327276120819217
621,3.32575506130436
622,3.324242386887958
623,3.3227379807137405
624,3.321241739901527
625,3.3197535748374065
626,3.3182734084080763
627,3.3168011751809177
628,3.3153368205327127
629,3.3138802997306405
630,3.312431576970472
631,3.3109906243777845
632,3.3095574209791376
633,3.308131951650881
634,3.306714206054225
635,3.3053041775656573
636,3.303901862212287
637,3.30250725762196
638,3.3011203619978358
639,3.299741173127098
640,3.2983696874328534
641,3.297005899077713
642,3.2956497991266986
643,3.2943013747760643
644,3.2929606086535417
645,3.2916274781942056
646,3.2903019550949444
647,3.28898400484908
648,3.2876735863614783
649,3.2863706516431184
650,3.2850751455830336
651,3.283787005794302
652,3.282506162529955
653,3.281232538663808
654,3.2799660497304997
655,3.2787066040187227
656,3.2774541027110184
657,3.276208440063594
658,3.2749695036193764
659,3.2737371744476724
660,3.272511327404004
661,3.2712918314039308
662,3.270078549705057
663,3.268871340191812
664,3.267670055658093
665,3.2664745440832728
666,3.2652846488976373
667,3.2641002092337867
668,3.2629210601609637
669,3.2617470328998164
670,3.260577955015478
671,3.2594136505872306
672,3.258253940353426
673,3.2570986418306225
674,3.2559475694061604
675,3.254800534403696
676,3.253657345121324
677,3.252517806842165
678,3.251381721817357
679,3.2502488892214956
680,3.249119105080642
681,3.247992162173017
682,3.2468678499025225
683,3.245745954145212
684,3.244626257068765
685,3.2435085369249843
686,3.2423925678152514
687,3.241278119428772
688,3.240164956753343
689,3.2390528397582585
690,3.2379415230488395
691,3.2368307554919116
692,3.2357202798114946
693,3.234609832153648
694,3.2334991416194634
695,3.2323879297648315
696,3.2312759100655906
697,3.2301627873463934
698,3.2290482571714816
699,3.227932005195399
700,3.2268137064714133
701,3.225693024715373
702,3.2245696115223863
703,3.2234431055336863
704,3.222313131550819
705,3.22117929959417
706,3.220041203902783
707,3.21889842187233
708,3.2177505129280695
709,3.216597017329778
710,3.215437454905746
711,3.2142713237131657
712,3.2130980986228597
713,3.2119172298267356
714,3.2107281412674396
715,3.2095302289908463
716,3.2083228594236872
717,3.2071053675807972
718,3.2058770552093745
719,3.204637188881139
720,3.2033849980481075
721,3.202119673083436
722,3.200840363336302
723,3.199546175238993
724,3.198236170515869
725,3.196909364558062
726,3.1955647250450867
727,3.1942011709156857
728,3.1928175718155796
729,3.1914127481801566
730,3.1899854721458705
731,3.1885344695256044
732,3.1870584231307055
733,3.1855559777752633
734,3.184025747355497
735,3.1824663244564575
736,3.1808762929959995
737,3.179254244466287
738,3.1775987983671588
739,3.1759086274320176
740,3.1741824882094822
741,3.1724192574635586
742,3.1706179746683847
743,3.1687778905764623
744,3.166898521408099
745,3.1649797076292687
746,3.1630216755534124
747,3.161025099143825
748,3.158991158465462
749,3.156921590341042
750,3.1548187260552933
751,3.1526855106096625
752,3.150525498257418
753,3.1483428200154018
754,3.1461421206368896
755,3.143928465080561
756,3.141707217582611
757,3.1394838996169314
758,3.137264035780094
759,3.1350529984313797
760,3.1328558623569065
761,3.13067727966983
762,3.128521382772573
763,3.1263917199304156
764,3.1242912244333554
765,3.12222221505233
766,3.1201864229875973
767,3.118185039003455
768,3.1162187739584075
769,3.1142879263076417
770,3.112392451110196
771,3.1105320263324727
772,3.1087061135573495
773,3.1069140114100087
774,3.1051549009978188
775,3.1034278833969946
776,3.101732009713162
777,3.1000663045316963
778,3.0984297837034824
779,3.0968214674284016
780,3.095240389542572
781,3.0936856038180345
782,3.0921561879679844
783,3.090651245932719
784,3.0891699089104043
785,3.0877113354980805
786,3.0862747112238114
787,3.0848592476809906
788,3.0834641814193606
789,3.0820887727028903
790,3.0807323042103323
791,3.0793940797284964
792,3.078073422869266
793,3.076769675827687
794,3.0754821981889933
795,3.074210365786116
796,3.0729535696051724
797,3.0717112147341608
798,3.070482719348962
799,3.0692675137304195
800,3.0680650393064735
801,3.0668747477137934
802,3.065696099874075
803,3.0645285650807295
804,3.063371620092437
805,3.062224748230611
806,3.0610874384782147
807,3.059959184577903
808,3.058839484127559
809,3.057727837671605
810,3.0566237477865066
811,3.0555267181588714
812,3.054436252654582
813,3.0533518543772504
814,3.0522730247142156
815,3.0511992623681827
816,3.050130062372529
817,3.0490649150881035
818,3.048003305179484
819,3.0469447105684253
820,3.04588860136248
821,3.044834438756784
822,3.0437816739072563
823,3.0427297467738086
824,3.041678084932572
825,3.0406261023568217
826,3.0395731981669747
827,3.0385187553511157
828,3.0374621394586137
829,3.0364026972710234
830,3.0353397554561514
831,3.0342726192134415
832,3.03320057092139
833,3.032122868800861
834,3.0310387456117325
835,3.0299474074046575
836,3.02884803235468
837,3.027739769709149
838,3.026621738888996
839,3.0254930287898723
840,3.0243526973380574
841,3.023199771365286
842,3.022033246876876
843,3.020852089798371
844,3.0196552372973495
845,3.0184415997886522
846,3.017210063742581
847,3.015959495425816
848,3.0146887457132285
849,3.0133966561138563
850,3.012082066154982
851,3.0107438222622807
852,3.009380788259778
853,3.0079918575880313
854,3.006575967300678
855,3.0051321138453773
856,3.0036593705639056
857,3.0021569067559164
858,3.0006240080424273
859,2.9990600976398882
860,2.997464758018215
861,2.9958377522738195
862,2.9941790444112835
863,2.9924888176088413
864,2.9907674894584617
865,2.9890157231384338
866,2.9872344335106784
867,2.985424787249548
868,2.9835881963099866
869,2.981726304328559
870,2.97984096590804
871,2.977934219141194
872,2.9760082521482385
873,2.9740653647959943
874,2.972107927093328
875,2.970138335981986
876,2.968158972338082
877,2.9661721599573374
878,2.9641801281221607
879,2.9621849790627115
880,2.960188661260392
881,2.9581929491408308
882,2.9561994293045633
883,2.954209493082669
884,2.952224334907563
885,2.950244955771471
886,2.9482721709110375
887,2.946306620801171
888,2.9443487845529694
889,2.9423989948742197
890,2.940457453849671
891,2.938524248916951
892,2.936599368539101
893,2.9346827171961727
894,2.932774129429336
895,2.930873382766896
896,2.9289802094411272
897,2.9270943068676116
898,2.925215346905872
899,2.923342983953823
900,2.9214768619504135
901,2.9196166203738416
902,2.917761899328263
903,2.915912343812384
904,2.9140676072599856
905,2.912227354436768
906,2.910391263770746
907,2.908559029185802
908,2.9067303615001605
909,2.9049049894442143
910,2.9030826603453463
911,2.90126314052131
912,2.899446215418661
913,2.89763168952837
914,2.895819386107234
915,2.894009146731043
916,2.89220083070328
917,2.8903943143417004
918,2.8885894901639118
919,2.8867862659923693
920,2.8849845639984997
921,2.883184319705153
922,2.8813854809659833
923,2.8795880069395885
924,2.877791867075408
925,2.875997040127129
926,2.874203513207958
927,2.872411280900357
928,2.870620344430868
929,2.8688307109182993
930,2.8670423927012303
931,2.865255406748067
932,2.863469774150304
933,2.8616855196969846
934,2.8599026715257794
935,2.8581212608437534
936,2.8563413217087987
937,2.8545628908608154
938,2.852786007590378
939,2.8510107136315512
940,2.8492370530649227
941,2.8474650722168455
942,2.8456948195411633
943,2.843926345470439
944,2.842159702224909
945,2.840394943568879
946,2.8386321245061192
947,2.8368713009078452
948,2.835112529069176
949,2.833355865192188
950,2.8316013647961706
951,2.829849082057811
952,2.8280990690862997
953,2.8263513751403084
954,2.8246060457953623
955,2.8228631220716704
956,2.8211226395334243
957,2.8193846273713326
958,2.8176491074803933
959,2.815916093545022
960,2.814185590143088
961,2.8124575918799426
962,2.810732082562397
963,2.8090090344216208
964,2.807288407392518
965,2.8055701484558
966,2.8038541910475416
967,2.8021404545395967
968,2.8004288437929254
969,2.7987192487846664
970,2.7970115443087975
971,2.7953055897493155
972,2.7936012289243197
973,2.791898289998896
974,2.7901965854647073
975,2.7884959121840893
976,2.7867960514969576
977,2.7850967693892783
978,2.7833978167226423
979,2.7816989295254184
980,2.779999829347038
981,2.7783002236781864
982,2.7765998064410127
983,2.7748982585548143
984,2.7731952485840696
985,2.7714904334770747
986,2.7697834594047612
987,2.7680739627104756
988,2.766361570982512
989,2.7646459042620037
990,2.762926576399285
991,2.761203196571815
992,2.7594753709764612
993,2.757742704707958
994,2.756004803833579
995,2.7542612776717763
996,2.752511741279098
997,2.7507558181454743
998,2.7489931430926067
999,2.7472233653637934
